"","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate"
"9430",4500009430,2023-05-18,1001,4,1,10004,77,2023-06-10,2023-06-08,2023-06-08,2023-06-08,2023-06-07,2023-06-07
"9431",4500009431,2024-05-06,1003,6,2,20006,73,2024-05-29,2024-05-27,2024-05-27,2024-05-27,2024-05-26,2024-05-26
"9432",4500009432,2024-09-04,1001,4,1,10004,64,2024-09-27,2024-09-24,2024-09-25,2024-09-25,2024-09-24,2024-09-24
"9433",4500009433,2024-08-20,1001,4,1,10004,80,2024-09-12,2024-09-09,2024-09-10,2024-09-10,2024-09-09,2024-09-09
"9434",4500009434,2022-09-08,1003,6,1,10006,83,2022-10-01,2022-10-12,2022-09-29,2022-10-10,2022-09-28,2022-10-09
"9435",4500009435,2022-06-20,1001,4,1,10004,80,2022-07-13,2022-07-08,2022-07-11,2022-07-11,2022-07-10,2022-07-10
"9436",4500009436,2022-02-16,1002,8,2,20008,80,2022-03-12,2022-03-09,2022-03-10,2022-03-10,2022-03-08,2022-03-08
"9437",4500009437,2023-04-05,1001,4,1,10004,75,2023-04-28,2023-04-26,2023-04-26,2023-04-26,2023-04-25,2023-04-25
"9438",4500009438,2024-09-30,1002,5,1,10005,85,2024-10-23,2024-10-18,2024-10-21,2024-10-21,2024-10-20,2024-10-20
"9439",4500009439,2024-10-26,1003,6,1,10006,86,2024-11-18,2024-11-18,2024-11-16,2024-11-16,2024-11-15,2024-11-15
"9440",4500009440,2023-06-01,1001,4,1,10004,81,2023-06-24,2023-06-24,2023-06-22,2023-06-22,2023-06-21,2023-06-21
"9441",4500009441,2023-09-25,1003,6,1,10006,73,2023-10-18,2023-10-18,2023-10-16,2023-10-16,2023-10-15,2023-10-15
"9442",4500009442,2023-04-27,1002,5,1,10005,73,2023-05-20,2023-05-18,2023-05-18,2023-05-18,2023-05-17,2023-05-17
"9443",4500009443,2023-08-20,1003,6,1,10006,71,2023-09-12,2023-09-08,2023-09-10,2023-09-10,2023-09-09,2023-09-09
"9444",4500009444,2024-11-05,1001,4,1,10004,61,2024-11-28,2024-11-28,2024-11-26,2024-11-26,2024-11-25,2024-11-25
"9445",4500009445,2022-09-06,1003,6,1,10006,68,2022-09-29,2022-09-29,2022-09-27,2022-09-27,2022-09-26,2022-09-26
"9446",4500009446,2022-06-12,1001,4,1,10004,68,2022-07-05,2022-07-01,2022-07-03,2022-07-03,2022-07-02,2022-07-02
"9447",4500009447,2022-11-24,1002,5,2,20005,76,2022-12-17,2022-12-14,2022-12-15,2022-12-15,2022-12-14,2022-12-14
"9448",4500009448,2024-01-30,1002,5,1,10005,76,2024-02-22,2024-02-19,2024-02-20,2024-02-20,2024-02-19,2024-02-19
"9449",4500009449,2024-11-01,1001,4,1,10004,80,2024-11-24,2024-11-22,2024-11-22,2024-11-22,2024-11-21,2024-11-21
"9450",4500009450,2022-04-06,1003,6,1,10006,81,2022-04-29,2022-05-13,2022-04-27,2022-05-11,2022-04-26,2022-05-10
"9451",4500009451,2022-07-17,1002,5,1,10005,86,2022-08-09,2022-08-12,2022-08-07,2022-08-10,2022-08-06,2022-08-09
"9452",4500009452,2022-01-25,1002,5,1,10005,75,2022-02-17,2022-02-16,2022-02-15,2022-02-15,2022-02-14,2022-02-14
"9453",4500009453,2023-06-15,1003,6,1,10006,88,2023-07-08,2023-07-05,2023-07-06,2023-07-06,2023-07-05,2023-07-05
"9454",4500009454,2023-01-07,1001,4,1,10004,75,2023-01-30,2023-01-26,2023-01-28,2023-01-28,2023-01-27,2023-01-27
"9455",4500009455,2022-04-15,1002,5,2,20005,78,2022-05-08,2022-05-06,2022-05-06,2022-05-06,2022-05-05,2022-05-05
"9456",4500009456,2022-05-11,1002,5,1,10005,80,2022-06-03,2022-06-02,2022-06-01,2022-06-01,2022-05-31,2022-05-31
"9457",4500009457,2024-11-09,1003,6,1,10006,82,2024-12-02,2024-11-27,2024-11-30,2024-11-30,2024-11-29,2024-11-29
"9458",4500009458,2023-12-17,1002,5,1,10005,68,2024-01-09,2024-01-08,2024-01-07,2024-01-07,2024-01-06,2024-01-06
"9459",4500009459,2023-08-28,1002,8,2,20008,83,2023-09-21,2023-09-20,2023-09-19,2023-09-19,2023-09-17,2023-09-17
"9460",4500009460,2024-02-09,1001,4,1,10004,80,2024-03-03,2024-03-12,2024-03-01,2024-03-10,2024-02-29,2024-03-09
"9461",4500009461,2024-05-23,1002,5,2,20005,89,2024-06-15,2024-06-20,2024-06-13,2024-06-13,2024-06-12,2024-06-12
"9462",4500009462,2022-01-16,1002,5,1,10005,81,2022-02-08,2022-02-08,2022-02-06,2022-02-06,2022-02-05,2022-02-05
"9463",4500009463,2024-11-14,1003,6,1,10006,68,2024-12-07,2024-12-07,2024-12-05,2024-12-05,2024-12-04,2024-12-04
"9464",4500009464,2023-05-25,1002,5,1,10005,81,2023-06-17,2023-06-15,2023-06-15,2023-06-15,2023-06-14,2023-06-14
"9465",4500009465,2024-08-23,1002,8,2,20008,69,2024-09-16,2024-09-25,2024-09-14,2024-09-23,2024-09-12,2024-09-21
"9466",4500009466,2024-09-25,1001,4,1,10004,77,2024-10-18,2024-10-17,2024-10-16,2024-10-16,2024-10-15,2024-10-15
"9467",4500009467,2022-07-01,1002,5,1,10005,78,2022-07-24,2022-07-21,2022-07-22,2022-07-22,2022-07-21,2022-07-21
"9468",4500009468,2022-03-05,1001,4,2,20004,81,2022-03-28,2022-03-28,2022-03-26,2022-03-26,2022-03-25,2022-03-25
"9469",4500009469,2024-07-27,1001,4,2,20004,81,2024-08-19,2024-08-21,2024-08-17,2024-08-19,2024-08-16,2024-08-18
"9470",4500009470,2023-01-13,1002,5,1,10005,89,2023-02-05,2023-02-01,2023-02-03,2023-02-03,2023-02-02,2023-02-02
"9471",4500009471,2024-01-09,1001,4,1,10004,76,2024-02-01,2024-01-29,2024-01-30,2024-01-30,2024-01-29,2024-01-29
"9472",4500009472,2022-08-07,1003,6,1,10006,83,2022-08-30,2022-08-25,2022-08-28,2022-08-28,2022-08-27,2022-08-27
"9473",4500009473,2024-10-10,1001,4,1,10004,76,2024-11-02,2024-11-15,2024-10-31,2024-11-13,2024-10-30,2024-11-12
"9474",4500009474,2022-09-16,1003,6,1,10006,81,2022-10-09,2022-10-07,2022-10-07,2022-10-07,2022-10-06,2022-10-06
"9475",4500009475,2024-10-02,1001,4,1,10004,73,2024-10-25,2024-10-22,2024-10-23,2024-10-23,2024-10-22,2024-10-22
"9476",4500009476,2022-09-22,1002,8,1,10008,82,2022-10-16,2022-10-12,2022-10-14,2022-10-14,2022-10-12,2022-10-12
"9477",4500009477,2023-04-21,1003,6,1,10006,64,2023-05-14,2023-05-12,2023-05-12,2023-05-12,2023-05-11,2023-05-11
"9478",4500009478,2024-03-09,1002,5,1,10005,74,2024-04-01,2024-04-09,2024-03-30,2024-04-07,2024-03-29,2024-04-06
"9479",4500009479,2023-07-08,1001,4,1,10004,78,2023-07-31,2023-07-28,2023-07-29,2023-07-29,2023-07-28,2023-07-28
"9480",4500009480,2024-10-21,1002,5,1,10005,72,2024-11-13,2024-11-08,2024-11-11,2024-11-11,2024-11-10,2024-11-10
"9481",4500009481,2022-03-25,1001,4,2,20004,62,2022-04-17,2022-04-13,2022-04-15,2022-04-15,2022-04-14,2022-04-14
"9482",4500009482,2022-03-08,1002,5,2,20005,74,2022-03-31,2022-03-31,2022-03-29,2022-03-29,2022-03-28,2022-03-28
"9483",4500009483,2023-12-08,1002,8,2,20008,76,2024-01-01,2023-12-28,2023-12-30,2023-12-30,2023-12-28,2023-12-28
"9484",4500009484,2024-04-12,1002,5,1,10005,78,2024-05-05,2024-05-02,2024-05-03,2024-05-03,2024-05-02,2024-05-02
"9485",4500009485,2023-04-24,1003,6,2,20006,67,2023-05-17,2023-05-26,2023-05-15,2023-05-24,2023-05-14,2023-05-23
"9486",4500009486,2022-07-25,1003,6,1,10006,82,2022-08-17,2022-08-22,2022-08-15,2022-08-20,2022-08-14,2022-08-19
"9487",4500009487,2024-10-14,1001,4,1,10004,83,2024-11-06,2024-11-06,2024-11-04,2024-11-04,2024-11-03,2024-11-03
"9488",4500009488,2024-09-08,1002,5,1,10005,78,2024-10-01,2024-09-26,2024-09-29,2024-09-29,2024-09-28,2024-09-28
"9489",4500009489,2024-03-03,1001,4,2,20004,83,2024-03-26,2024-03-22,2024-03-24,2024-03-24,2024-03-23,2024-03-23
"9490",4500009490,2023-04-28,1001,4,2,20004,81,2023-05-21,2023-05-19,2023-05-19,2023-05-19,2023-05-18,2023-05-18
"9491",4500009491,2024-09-27,1003,6,1,10006,79,2024-10-20,2024-10-18,2024-10-18,2024-10-18,2024-10-17,2024-10-17
"9492",4500009492,2024-09-22,1002,5,1,10005,71,2024-10-15,2024-10-10,2024-10-13,2024-10-13,2024-10-12,2024-10-12
"9493",4500009493,2022-02-05,1001,4,1,10004,74,2022-02-28,2022-02-28,2022-02-26,2022-02-26,2022-02-25,2022-02-25
"9494",4500009494,2024-11-18,1003,6,1,10006,85,2024-12-11,2024-12-16,2024-12-09,2024-12-14,2024-12-08,2024-12-13
"9495",4500009495,2023-11-22,1002,5,1,10005,85,2023-12-15,2023-12-13,2023-12-13,2023-12-13,2023-12-12,2023-12-12
"9496",4500009496,2023-03-03,1002,8,1,10008,78,2023-03-27,2023-03-23,2023-03-25,2023-03-25,2023-03-23,2023-03-23
"9497",4500009497,2022-01-02,1001,4,1,10004,77,2022-01-25,2022-01-20,2022-01-23,2022-01-23,2022-01-22,2022-01-22
"9498",4500009498,2022-03-30,1001,4,1,10004,72,2022-04-22,2022-04-20,2022-04-20,2022-04-20,2022-04-19,2022-04-19
"9499",4500009499,2024-04-06,1003,6,2,20006,72,2024-04-29,2024-05-01,2024-04-27,2024-04-29,2024-04-26,2024-04-28
"9500",4500009500,2023-05-02,1001,4,1,10004,73,2023-05-25,2023-05-24,2023-05-23,2023-05-23,2023-05-22,2023-05-22
"9501",4500009501,2021-12-09,1003,6,1,10006,77,2022-01-01,2021-12-29,2021-12-30,2021-12-30,2021-12-29,2021-12-29
"9502",4500009502,2024-05-05,1001,4,1,10004,74,2024-05-28,2024-05-28,2024-05-26,2024-05-26,2024-05-25,2024-05-25
"9503",4500009503,2022-03-14,1002,8,1,10008,69,2022-04-07,2022-04-05,2022-04-05,2022-04-05,2022-04-03,2022-04-03
"9504",4500009504,2022-09-08,1001,4,1,10004,77,2022-10-01,2022-09-29,2022-09-29,2022-09-29,2022-09-28,2022-09-28
"9505",4500009505,2024-07-10,1001,4,1,10004,77,2024-08-02,2024-08-01,2024-07-31,2024-07-31,2024-07-30,2024-07-30
"9506",4500009506,2022-11-19,1001,4,2,20004,75,2022-12-12,2022-12-08,2022-12-10,2022-12-10,2022-12-09,2022-12-09
"9507",4500009507,2023-12-21,1001,4,2,20004,89,2024-01-13,2024-01-13,2024-01-11,2024-01-11,2024-01-10,2024-01-10
"9508",4500009508,2023-05-01,1003,6,2,20006,75,2023-05-24,2023-05-23,2023-05-22,2023-05-22,2023-05-21,2023-05-21
"9509",4500009509,2024-04-23,1002,8,1,10008,87,2024-05-17,2024-05-14,2024-05-15,2024-05-15,2024-05-13,2024-05-13
"9510",4500009510,2022-08-18,1002,5,1,10005,77,2022-09-10,2022-09-10,2022-09-08,2022-09-08,2022-09-07,2022-09-07
"9511",4500009511,2023-03-12,1001,4,1,10004,68,2023-04-04,2023-04-03,2023-04-02,2023-04-02,2023-04-01,2023-04-01
"9512",4500009512,2022-10-25,1002,5,2,20005,68,2022-11-17,2022-11-17,2022-11-15,2022-11-15,2022-11-14,2022-11-14
"9513",4500009513,2024-08-23,1003,6,1,10006,79,2024-09-15,2024-09-15,2024-09-13,2024-09-13,2024-09-12,2024-09-12
"9514",4500009514,2022-06-02,1001,4,1,10004,75,2022-06-25,2022-06-24,2022-06-23,2022-06-23,2022-06-22,2022-06-22
"9515",4500009515,2024-07-22,1001,4,1,10004,74,2024-08-14,2024-08-12,2024-08-12,2024-08-12,2024-08-11,2024-08-11
"9516",4500009516,2024-11-19,1001,4,1,10004,76,2024-12-12,2024-12-11,2024-12-10,2024-12-10,2024-12-09,2024-12-09
"9517",4500009517,2022-05-10,1001,4,2,20004,85,2022-06-02,2022-06-03,2022-05-31,2022-06-01,2022-05-30,2022-05-31
"9518",4500009518,2024-10-05,1002,8,1,10008,69,2024-10-29,2024-10-29,2024-10-27,2024-10-27,2024-10-25,2024-10-25
"9519",4500009519,2023-12-19,1002,5,1,10005,77,2024-01-11,2024-01-19,2024-01-09,2024-01-17,2024-01-08,2024-01-16
"9520",4500009520,2023-10-11,1002,8,1,10008,85,2023-11-04,2023-11-10,2023-11-02,2023-11-08,2023-10-31,2023-11-06
"9521",4500009521,2023-09-16,1003,6,1,10006,79,2023-10-09,2023-10-06,2023-10-07,2023-10-07,2023-10-06,2023-10-06
"9522",4500009522,2024-01-01,1002,5,1,10005,84,2024-01-24,2024-01-24,2024-01-22,2024-01-22,2024-01-21,2024-01-21
"9523",4500009523,2023-07-28,1002,8,1,10008,81,2023-08-21,2023-08-21,2023-08-19,2023-08-19,2023-08-17,2023-08-17
"9524",4500009524,2024-06-08,1002,8,1,10008,87,2024-07-02,2024-07-03,2024-06-30,2024-07-01,2024-06-28,2024-06-29
"9525",4500009525,2024-06-17,1001,4,1,10004,83,2024-07-10,2024-07-10,2024-07-08,2024-07-08,2024-07-07,2024-07-07
"9526",4500009526,2023-11-22,1001,4,1,10004,82,2023-12-15,2023-12-13,2023-12-13,2023-12-13,2023-12-12,2023-12-12
"9527",4500009527,2022-03-23,1001,4,1,10004,87,2022-04-15,2022-04-15,2022-04-13,2022-04-13,2022-04-12,2022-04-12
"9528",4500009528,2024-04-10,1002,8,1,10008,72,2024-05-04,2024-05-01,2024-05-02,2024-05-02,2024-04-30,2024-04-30
"9529",4500009529,2022-10-13,1002,8,1,10008,74,2022-11-06,2022-11-14,2022-11-04,2022-11-12,2022-11-02,2022-11-10
"9530",4500009530,2024-12-07,1003,6,2,20006,78,2024-12-30,2025-01-10,2024-12-28,2024-12-28,2024-12-27,2024-12-27
"9531",4500009531,2022-06-19,1003,6,1,10006,87,2022-07-12,2022-07-19,2022-07-10,2022-07-17,2022-07-09,2022-07-16
"9532",4500009532,2024-09-30,1001,4,1,10004,75,2024-10-23,2024-10-21,2024-10-21,2024-10-21,2024-10-20,2024-10-20
"9533",4500009533,2024-04-09,1001,4,1,10004,77,2024-05-02,2024-04-30,2024-04-30,2024-04-30,2024-04-29,2024-04-29
"9534",4500009534,2022-10-02,1003,6,1,10006,79,2022-10-25,2022-10-26,2022-10-23,2022-10-24,2022-10-22,2022-10-23
"9535",4500009535,2021-12-19,1001,4,1,10004,79,2022-01-11,2022-01-10,2022-01-09,2022-01-09,2022-01-08,2022-01-08
"9536",4500009536,2023-04-18,1003,6,1,10006,79,2023-05-11,2023-05-08,2023-05-09,2023-05-09,2023-05-08,2023-05-08
"9537",4500009537,2023-12-18,1001,4,1,10004,79,2024-01-10,2024-01-05,2024-01-08,2024-01-08,2024-01-07,2024-01-07
"9538",4500009538,2022-05-25,1001,4,1,10004,72,2022-06-17,2022-06-15,2022-06-15,2022-06-15,2022-06-14,2022-06-14
"9539",4500009539,2022-01-24,1001,4,1,10004,79,2022-02-16,2022-02-16,2022-02-14,2022-02-14,2022-02-13,2022-02-13
"9540",4500009540,2024-06-23,1002,5,1,10005,74,2024-07-16,2024-07-16,2024-07-14,2024-07-14,2024-07-13,2024-07-13
"9541",4500009541,2024-08-23,1003,6,1,10006,70,2024-09-15,2024-09-11,2024-09-13,2024-09-13,2024-09-12,2024-09-12
"9542",4500009542,2024-01-01,1002,8,1,10008,71,2024-01-25,2024-01-22,2024-01-23,2024-01-23,2024-01-21,2024-01-21
"9543",4500009543,2022-08-31,1003,6,1,10006,75,2022-09-23,2022-09-22,2022-09-21,2022-09-21,2022-09-20,2022-09-20
"9544",4500009544,2023-01-31,1001,4,1,10004,77,2023-02-23,2023-02-20,2023-02-21,2023-02-21,2023-02-20,2023-02-20
"9545",4500009545,2022-10-21,1001,4,1,10004,77,2022-11-13,2022-11-09,2022-11-11,2022-11-11,2022-11-10,2022-11-10
"9546",4500009546,2024-01-30,1002,5,1,10005,94,2024-02-22,2024-02-29,2024-02-20,2024-02-27,2024-02-19,2024-02-26
"9547",4500009547,2023-07-19,1002,5,1,10005,84,2023-08-11,2023-08-10,2023-08-09,2023-08-09,2023-08-08,2023-08-08
"9548",4500009548,2022-10-04,1003,6,1,10006,76,2022-10-27,2022-10-26,2022-10-25,2022-10-25,2022-10-24,2022-10-24
"9549",4500009549,2024-10-18,1001,4,1,10004,77,2024-11-10,2024-11-06,2024-11-08,2024-11-08,2024-11-07,2024-11-07
"9550",4500009550,2023-01-18,1003,6,1,10006,69,2023-02-10,2023-02-09,2023-02-08,2023-02-08,2023-02-07,2023-02-07
"9551",4500009551,2023-09-28,1003,6,1,10006,79,2023-10-21,2023-10-18,2023-10-19,2023-10-19,2023-10-18,2023-10-18
"9552",4500009552,2024-07-31,1003,6,2,20006,69,2024-08-23,2024-08-21,2024-08-21,2024-08-21,2024-08-20,2024-08-20
"9553",4500009553,2023-07-25,1003,6,1,10006,81,2023-08-17,2023-08-16,2023-08-15,2023-08-15,2023-08-14,2023-08-14
"9554",4500009554,2022-04-19,1002,8,1,10008,85,2022-05-13,2022-05-10,2022-05-11,2022-05-11,2022-05-09,2022-05-09
"9555",4500009555,2022-06-24,1002,8,1,10008,78,2022-07-18,2022-07-13,2022-07-16,2022-07-16,2022-07-14,2022-07-14
"9556",4500009556,2023-03-29,1002,8,1,10008,74,2023-04-22,2023-04-20,2023-04-20,2023-04-20,2023-04-18,2023-04-18
"9557",4500009557,2024-02-18,1002,8,1,10008,68,2024-03-13,2024-03-11,2024-03-11,2024-03-11,2024-03-09,2024-03-09
"9558",4500009558,2024-01-05,1002,5,1,10005,74,2024-01-28,2024-02-07,2024-01-26,2024-02-05,2024-01-25,2024-02-04
"9559",4500009559,2024-07-20,1002,5,1,10005,81,2024-08-12,2024-08-08,2024-08-10,2024-08-10,2024-08-09,2024-08-09
"9560",4500009560,2024-01-27,1002,8,2,20008,75,2024-02-20,2024-02-15,2024-02-18,2024-02-18,2024-02-16,2024-02-16
"9561",4500009561,2023-11-09,1001,4,1,10004,83,2023-12-02,2023-12-02,2023-11-30,2023-11-30,2023-11-29,2023-11-29
"9562",4500009562,2022-01-19,1001,4,1,10004,78,2022-02-11,2022-02-08,2022-02-09,2022-02-09,2022-02-08,2022-02-08
"9563",4500009563,2022-07-12,1002,5,1,10005,60,2022-08-04,2022-08-02,2022-08-02,2022-08-02,2022-08-01,2022-08-01
"9564",4500009564,2023-10-22,1001,4,1,10004,79,2023-11-14,2023-11-14,2023-11-12,2023-11-12,2023-11-11,2023-11-11
"9565",4500009565,2023-03-26,1001,4,2,20004,77,2023-04-18,2023-04-18,2023-04-16,2023-04-16,2023-04-15,2023-04-15
"9566",4500009566,2022-04-03,1002,5,2,20005,79,2022-04-26,2022-04-22,2022-04-24,2022-04-24,2022-04-23,2022-04-23
"9567",4500009567,2023-03-09,1002,5,2,20005,80,2023-04-01,2023-03-29,2023-03-30,2023-03-30,2023-03-29,2023-03-29
"9568",4500009568,2022-09-28,1001,4,1,10004,78,2022-10-21,2022-10-18,2022-10-19,2022-10-19,2022-10-18,2022-10-18
"9569",4500009569,2023-03-01,1003,6,1,10006,79,2023-03-24,2023-03-23,2023-03-22,2023-03-22,2023-03-21,2023-03-21
"9570",4500009570,2023-12-29,1001,4,2,20004,72,2024-01-21,2024-01-21,2024-01-19,2024-01-19,2024-01-18,2024-01-18
"9571",4500009571,2022-09-23,1003,6,2,20006,79,2022-10-16,2022-10-14,2022-10-14,2022-10-14,2022-10-13,2022-10-13
"9572",4500009572,2024-02-16,1002,8,2,20008,83,2024-03-11,2024-03-08,2024-03-09,2024-03-09,2024-03-07,2024-03-07
"9573",4500009573,2024-11-08,1003,6,1,10006,75,2024-12-01,2024-12-01,2024-11-29,2024-11-29,2024-11-28,2024-11-28
"9574",4500009574,2022-04-07,1001,4,1,10004,66,2022-04-30,2022-05-06,2022-04-28,2022-05-04,2022-04-27,2022-05-03
"9575",4500009575,2024-08-10,1001,4,1,10004,79,2024-09-02,2024-08-29,2024-08-31,2024-08-31,2024-08-30,2024-08-30
"9576",4500009576,2022-10-02,1001,4,1,10004,78,2022-10-25,2022-10-25,2022-10-23,2022-10-23,2022-10-22,2022-10-22
"9577",4500009577,2023-04-05,1001,4,1,10004,72,2023-04-28,2023-04-26,2023-04-26,2023-04-26,2023-04-25,2023-04-25
"9578",4500009578,2024-10-23,1002,5,1,10005,73,2024-11-15,2024-11-15,2024-11-13,2024-11-13,2024-11-12,2024-11-12
"9579",4500009579,2023-11-09,1002,8,1,10008,89,2023-12-03,2023-11-30,2023-12-01,2023-12-01,2023-11-29,2023-11-29
"9580",4500009580,2023-02-06,1002,5,1,10005,74,2023-03-01,2023-03-01,2023-02-27,2023-02-27,2023-02-26,2023-02-26
"9581",4500009581,2023-11-10,1002,5,1,10005,76,2023-12-03,2023-12-01,2023-12-01,2023-12-01,2023-11-30,2023-11-30
"9582",4500009582,2022-04-20,1001,4,1,10004,72,2022-05-13,2022-05-10,2022-05-11,2022-05-11,2022-05-10,2022-05-10
"9583",4500009583,2022-04-15,1003,6,1,10006,85,2022-05-08,2022-05-05,2022-05-06,2022-05-06,2022-05-05,2022-05-05
"9584",4500009584,2024-08-08,1003,6,1,10006,83,2024-08-31,2024-08-31,2024-08-29,2024-08-29,2024-08-28,2024-08-28
"9585",4500009585,2022-04-11,1002,5,1,10005,78,2022-05-04,2022-05-04,2022-05-02,2022-05-02,2022-05-01,2022-05-01
"9586",4500009586,2022-01-27,1001,4,1,10004,84,2022-02-19,2022-02-19,2022-02-17,2022-02-17,2022-02-16,2022-02-16
"9587",4500009587,2024-07-26,1002,8,2,20008,74,2024-08-19,2024-08-14,2024-08-17,2024-08-17,2024-08-15,2024-08-15
"9588",4500009588,2024-09-08,1001,4,2,20004,71,2024-10-01,2024-09-27,2024-09-29,2024-09-29,2024-09-28,2024-09-28
"9589",4500009589,2024-04-10,1001,4,1,10004,75,2024-05-03,2024-05-02,2024-05-01,2024-05-01,2024-04-30,2024-04-30
"9590",4500009590,2023-08-11,1003,6,2,20006,71,2023-09-03,2023-09-08,2023-09-01,2023-09-06,2023-08-31,2023-09-05
"9591",4500009591,2022-12-28,1001,4,1,10004,70,2023-01-20,2023-01-26,2023-01-18,2023-01-24,2023-01-17,2023-01-23
"9592",4500009592,2023-12-09,1001,4,1,10004,74,2024-01-01,2023-12-27,2023-12-30,2023-12-30,2023-12-29,2023-12-29
"9593",4500009593,2022-01-27,1001,4,1,10004,63,2022-02-19,2022-02-16,2022-02-17,2022-02-17,2022-02-16,2022-02-16
"9594",4500009594,2024-09-22,1002,8,1,10008,85,2024-10-16,2024-10-16,2024-10-14,2024-10-14,2024-10-12,2024-10-12
"9595",4500009595,2023-10-14,1003,6,1,10006,73,2023-11-06,2023-11-03,2023-11-04,2023-11-04,2023-11-03,2023-11-03
"9596",4500009596,2022-09-22,1001,4,1,10004,72,2022-10-15,2022-10-13,2022-10-13,2022-10-13,2022-10-12,2022-10-12
"9597",4500009597,2022-04-18,1002,5,1,10005,77,2022-05-11,2022-05-11,2022-05-09,2022-05-09,2022-05-08,2022-05-08
"9598",4500009598,2024-05-10,1003,6,2,20006,94,2024-06-02,2024-05-31,2024-05-31,2024-05-31,2024-05-30,2024-05-30
"9599",4500009599,2024-08-04,1001,4,1,10004,83,2024-08-27,2024-08-26,2024-08-25,2024-08-25,2024-08-24,2024-08-24
"9600",4500009600,2022-09-05,1001,4,1,10004,70,2022-09-28,2022-09-26,2022-09-26,2022-09-26,2022-09-25,2022-09-25
"9601",4500009601,2022-02-21,1002,5,1,10005,81,2022-03-16,2022-03-22,2022-03-14,2022-03-20,2022-03-13,2022-03-19
"9602",4500009602,2024-07-30,1001,4,1,10004,77,2024-08-22,2024-08-23,2024-08-20,2024-08-21,2024-08-19,2024-08-20
"9603",4500009603,2023-09-06,1002,8,1,10008,81,2023-09-30,2023-09-28,2023-09-28,2023-09-28,2023-09-26,2023-09-26
"9604",4500009604,2023-11-18,1001,4,1,10004,74,2023-12-11,2023-12-08,2023-12-09,2023-12-09,2023-12-08,2023-12-08
"9605",4500009605,2023-05-14,1001,4,1,10004,78,2023-06-06,2023-06-15,2023-06-04,2023-06-13,2023-06-03,2023-06-12
"9606",4500009606,2023-06-18,1003,6,2,20006,79,2023-07-11,2023-07-14,2023-07-09,2023-07-12,2023-07-08,2023-07-11
"9607",4500009607,2024-09-18,1003,6,1,10006,70,2024-10-11,2024-10-14,2024-10-09,2024-10-12,2024-10-08,2024-10-11
"9608",4500009608,2022-05-21,1003,6,1,10006,73,2022-06-13,2022-06-09,2022-06-11,2022-06-11,2022-06-10,2022-06-10
"9609",4500009609,2022-10-08,1003,6,2,20006,70,2022-10-31,2022-11-10,2022-10-29,2022-10-29,2022-10-28,2022-10-28
"9610",4500009610,2024-08-19,1002,5,1,10005,70,2024-09-11,2024-09-10,2024-09-09,2024-09-09,2024-09-08,2024-09-08
"9611",4500009611,2022-02-11,1001,4,2,20004,86,2022-03-06,2022-03-03,2022-03-04,2022-03-04,2022-03-03,2022-03-03
"9612",4500009612,2024-01-04,1003,6,2,20006,72,2024-01-27,2024-01-26,2024-01-25,2024-01-25,2024-01-24,2024-01-24
"9613",4500009613,2023-10-10,1001,4,1,10004,65,2023-11-02,2023-11-02,2023-10-31,2023-10-31,2023-10-30,2023-10-30
"9614",4500009614,2022-10-02,1001,4,1,10004,66,2022-10-25,2022-10-20,2022-10-23,2022-10-23,2022-10-22,2022-10-22
"9615",4500009615,2023-12-03,1002,5,1,10005,80,2023-12-26,2023-12-25,2023-12-24,2023-12-24,2023-12-23,2023-12-23
"9616",4500009616,2023-08-20,1002,8,1,10008,75,2023-09-13,2023-09-12,2023-09-11,2023-09-11,2023-09-09,2023-09-09
"9617",4500009617,2022-05-31,1003,6,1,10006,76,2022-06-23,2022-06-21,2022-06-21,2022-06-21,2022-06-20,2022-06-20
"9618",4500009618,2023-04-29,1003,6,1,10006,71,2023-05-22,2023-05-18,2023-05-20,2023-05-20,2023-05-19,2023-05-19
"9619",4500009619,2024-04-07,1002,8,1,10008,85,2024-05-01,2024-05-01,2024-04-29,2024-04-29,2024-04-27,2024-04-27
"9620",4500009620,2024-09-12,1001,4,1,10004,74,2024-10-05,2024-10-10,2024-10-03,2024-10-08,2024-10-02,2024-10-07
"9621",4500009621,2022-10-12,1002,8,1,10008,79,2022-11-05,2022-11-03,2022-11-03,2022-11-03,2022-11-01,2022-11-01
"9622",4500009622,2024-07-25,1002,8,1,10008,75,2024-08-18,2024-08-14,2024-08-16,2024-08-16,2024-08-14,2024-08-14
"9623",4500009623,2023-01-27,1002,8,1,10008,76,2023-02-20,2023-02-21,2023-02-18,2023-02-19,2023-02-16,2023-02-17
"9624",4500009624,2022-04-15,1002,8,1,10008,79,2022-05-09,2022-05-06,2022-05-07,2022-05-07,2022-05-05,2022-05-05
"9625",4500009625,2024-03-05,1002,8,2,20008,65,2024-03-29,2024-03-28,2024-03-27,2024-03-27,2024-03-25,2024-03-25
"9626",4500009626,2022-03-27,1001,4,1,10004,79,2022-04-19,2022-04-25,2022-04-17,2022-04-23,2022-04-16,2022-04-22
